L_44621,81.348041,84527,2,0.494709,479.176523,Free shipping on orders over $49,Email,479.18,81.35
L_17666,73.321784,39471,1,0.501621,500.863423,Anastasia Beverly Hills,Email,500.86,73.32
L_22543,72.902969,47494,1,0.483216,265.938148,Anastasia Beverly Hills,Mobile,265.94,72.9
L_57923,79.940857,106370,2,0.477192,360.662753,Free shipping on orders over $49,Mobile,360.66,79.94
L_53014,111.399788,98312,2,0.479854,379.817045,Free shipping on orders over $49,Mobile,379.82,111.4
L_26150,72.837544,53570,1,0.547916,512.406432,Anastasia Beverly Hills,Mobile,512.41,72.84
L_18667,44.935023,41130,2,0.537671,329.073325,Free shipping on orders over $49,Direct Mail,329.07,44.94
L_22600,0.216065,47592,1,0.507941,386.802148,Anastasia Beverly Hills,Email,386.8,0.22
L_15174,83.753104,35529,2,0.545058,376.32217,Free shipping on orders over $49,Mobile,376.32,83.75
L_33192,51.57,65554,2,0.417157,371.265111,Free shipping on orders over $49,Mobile,371.27,51.57
L_35695,109.462797,69834,2,0.565502,112.241841,Free shipping on orders over $49,Email,112.24,109.46
L_24692,64.904688,51150,1,0.442234,340.11872,Anastasia Beverly Hills,Direct Mail,340.12,64.9
L_55864,37.569711,102977,2,0.586231,367.952858,Free shipping on orders over $49,Direct Mail,367.95,37.57
L_4284,92.22811,17320,1,0.484155,224.488384,Anastasia Beverly Hills,Mobile,224.49,92.23
L_25311,65.491358,52173,2,0.492011,296.241082,Free shipping on orders over $49,Email,296.24,65.49
L_14672,59.2204,34676,1,0.58252,245.888426,Anastasia Beverly Hills,Mobile,245.89,59.22
L_3101,95.870361,15370,2,0.472311,358.106582,Free shipping on orders over $49,Mobile,358.11,95.87
L_27907,71.998034,56351,2,0.605796,479.223827,Free shipping on orders over $49,Mobile,479.22,72.0
L_31316,94.635328,62230,2,0.522997,322.981394,Free shipping on orders over $49,Direct Mail,322.98,94.64
L_48646,95.739932,91071,1,0.499779,298.810147,Anastasia Beverly Hills,Email,298.81,95.74
L_3895,81.9335,16693,1,0.450452,255.084669,Anastasia Beverly Hills,Mobile,255.08,81.93
L_21550,49.444516,45854,2,0.565942,421.731998,Free shipping on orders over $49,Direct Mail,421.73,49.44
L_15826,54.17349,36483,2,0.469088,385.654292,Free shipping on orders over $49,Direct Mail,385.65,54.17
L_58043,61.020678,106603,1,0.469284,246.968816,Anastasia Beverly Hills,Mobile,246.97,61.02
L_2102,91.824404,13709,2,0.470411,295.886416,Free shipping on orders over $49,Direct Mail,295.89,91.82
L_35686,46.922907,69820,1,0.614423,318.191592,Anastasia Beverly Hills,Mobile,318.19,46.92
L_20375,82.660023,43989,2,0.489623,285.966432,Free shipping on orders over $49,Email,285.97,82.66
L_24661,73.414119,51108,1,0.452358,382.438694,Anastasia Beverly Hills,Direct Mail,382.44,73.41
L_26864,41.053456,54690,2,0.489986,361.514815,Free shipping on orders over $49,Direct Mail,361.51,41.05
L_33743,41.894969,66535,1,0.486226,496.711993,Anastasia Beverly Hills,Mobile,496.71,41.89
L_28240,107.208848,56956,1,0.471231,253.386241,Anastasia Beverly Hills,Email,253.39,107.21
L_43977,85.549109,83484,2,0.57271,416.77756,Free shipping on orders over $49,Mobile,416.78,85.55
L_58218,65.195143,106885,2,0.482117,128.436614,Free shipping on orders over $49,Mobile,128.44,65.2
L_8012,75.234894,23405,1,0.488564,441.227689,Anastasia Beverly Hills,Email,441.23,75.23
L_21722,71.374927,46156,2,0.464838,272.448528,Free shipping on orders over $49,Mobile,272.45,71.37
L_6652,97.897376,21193,2,0.479961,509.397669,Free shipping on orders over $49,Mobile,509.4,97.9
L_570,27.249442,11108,2,0.475353,485.275376,Free shipping on orders over $49,Email,485.28,27.25
L_14468,89.218716,34306,1,0.444001,257.928321,Anastasia Beverly Hills,Email,257.93,89.22
L_46157,89.19842,87020,2,0.541596,320.167703,Free shipping on orders over $49,Email,320.17,89.2
L_18075,92.027904,40175,2,0.542426,351.097323,Free shipping on orders over $49,Mobile,351.1,92.03
L_16398,49.186275,37419,2,0.520524,413.525898,Free shipping on orders over $49,Email,413.53,49.19
L_5666,49.941648,19574,2,0.518202,570.784006,Free shipping on orders over $49,Email,570.78,49.94
L_23697,82.695084,49487,2,0.510516,277.831169,Free shipping on orders over $49,Email,277.83,82.7
L_4738,29.793917,18043,1,0.512991,240.446597,Anastasia Beverly Hills,Direct Mail,240.45,29.79
L_33852,89.623824,66712,2,0.604067,466.831173,Free shipping on orders over $49,Mobile,466.83,89.62
L_59411,35.016123,108908,2,0.491818,446.408362,Free shipping on orders over $49,Mobile,446.41,35.02
L_46275,68.023781,87220,2,0.658797,457.484307,Free shipping on orders over $49,Mobile,457.48,68.02
L_51823,94.487219,96355,2,0.543798,561.110004,Free shipping on orders over $49,Email,561.11,94.49
L_54917,30.392728,101413,2,0.501729,486.884874,Free shipping on orders over $49,Direct Mail,486.88,30.39
L_7,67.250759,10164,1,0.593918,382.807138,Anastasia Beverly Hills,Email,382.81,67.25
L_23715,72.147331,49507,1,0.73073,390.478847,Anastasia Beverly Hills,Mobile,390.48,72.15
L_40410,105.097,77735,1,0.497761,251.372945,Anastasia Beverly Hills,Direct Mail,251.37,105.1
L_46046,73.562649,86825,2,0.461313,269.807844,Free shipping on orders over $49,Mobile,269.81,73.56
L_59203,55.317366,108576,2,0.559987,426.199474,Free shipping on orders over $49,Mobile,426.2,55.32
L_19534,80.184827,42558,1,0.506843,191.143151,Anastasia Beverly Hills,Email,191.14,80.18
L_54346,73.890049,100478,2,0.471149,312.366277,Free shipping on orders over $49,Mobile,312.37,73.89
L_57716,66.679084,106022,1,0.533281,485.178042,Anastasia Beverly Hills,Direct Mail,485.18,66.68
L_41018,77.790704,78715,1,0.491604,326.718831,Anastasia Beverly Hills,Email,326.72,77.79
L_24512,51.147569,50859,2,0.466489,207.47675,Free shipping on orders over $49,Direct Mail,207.48,51.15
L_41559,66.635006,79543,1,0.497683,213.331902,Anastasia Beverly Hills,Email,213.33,66.64
L_6397,75.196093,20795,1,0.522276,512.633309,Anastasia Beverly Hills,Mobile,512.63,75.2
L_9514,108.499858,25970,2,0.47604,423.706901,Free shipping on orders over $49,Direct Mail,423.71,108.5
L_10519,58.756424,27669,1,0.486562,517.761404,Anastasia Beverly Hills,Email,517.76,58.76
L_11063,64.291503,28590,1,0.508642,471.976478,Anastasia Beverly Hills,Email,471.98,64.29
L_36704,60.40629,71501,1,0.525202,323.911248,Anastasia Beverly Hills,Direct Mail,323.91,60.41
L_44560,49.44607,84439,2,0.678631,413.553985,Free shipping on orders over $49,Direct Mail,413.55,49.45
L_43504,52.377897,82677,2,0.549167,546.024493,Free shipping on orders over $49,Email,546.02,52.38
L_53546,75.262802,99157,2,0.449596,364.616161,Free shipping on orders over $49,Email,364.62,75.26
L_34802,103.606138,68325,1,0.497442,543.31027,Anastasia Beverly Hills,Mobile,543.31,103.61
L_3736,50.837985,16417,1,0.517502,424.950954,Anastasia Beverly Hills,Email,424.95,50.84
L_26315,63.897952,53845,2,0.510277,387.097541,Free shipping on orders over $49,Mobile,387.1,63.9
L_27510,73.139192,55720,2,0.532438,169.420071,Free shipping on orders over $49,Email,169.42,73.14
L_56224,68.97815,103593,2,0.502784,296.399448,Free shipping on orders over $49,Email,296.4,68.98
L_20172,82.060757,43654,1,0.554463,392.383472,Anastasia Beverly Hills,Mobile,392.38,82.06
L_19573,65.224552,42633,1,0.45962,317.735982,Anastasia Beverly Hills,Mobile,317.74,65.22
L_33317,44.025903,65759,1,0.497464,523.984904,Anastasia Beverly Hills,Mobile,523.98,44.03
L_5367,68.37334,19049,2,0.50839,451.393578,Free shipping on orders over $49,Mobile,451.39,68.37
L_39639,72.824247,76366,1,0.557256,415.686867,Anastasia Beverly Hills,Direct Mail,415.69,72.82
L_9153,70.900783,25338,2,0.516619,383.463581,Free shipping on orders over $49,Mobile,383.46,70.9
L_29439,89.834962,59038,1,0.54913,248.557225,Anastasia Beverly Hills,Direct Mail,248.56,89.83
L_50438,87.089071,93989,1,0.408503,387.373478,Anastasia Beverly Hills,Email,387.37,87.09
L_20915,67.442629,44845,1,0.491253,393.634631,Anastasia Beverly Hills,Email,393.63,67.44
L_1246,48.311195,12207,1,0.61868,357.510843,Anastasia Beverly Hills,Email,357.51,48.31
L_44221,50.192502,83895,1,0.471568,357.513617,Anastasia Beverly Hills,Mobile,357.51,50.19
L_56302,99.298665,103738,1,0.476298,548.494632,Anastasia Beverly Hills,Mobile,548.49,99.3
L_22969,59.363148,48205,1,0.692377,365.189339,Anastasia Beverly Hills,Email,365.19,59.36
L_51982,83.3166,96598,1,0.519447,316.67315,Anastasia Beverly Hills,Direct Mail,316.67,83.32
L_29396,70.526808,58976,2,0.557866,429.38365,Free shipping on orders over $49,Mobile,429.38,70.53
L_15441,95.613302,35933,1,0.485296,267.817754,Anastasia Beverly Hills,Direct Mail,267.82,95.61
L_3731,82.899544,16407,1,0.487441,451.612811,Anastasia Beverly Hills,Mobile,451.61,82.9
L_27028,25.365794,54949,1,0.501581,499.54635,Anastasia Beverly Hills,Direct Mail,499.55,25.37
L_25579,97.269391,52608,2,0.524006,317.782836,Free shipping on orders over $49,Mobile,317.78,97.27
L_25750,81.950394,52902,1,0.482238,502.337073,Anastasia Beverly Hills,Mobile,502.34,81.95
L_43464,87.883042,82616,1,0.50612,396.191723,Anastasia Beverly Hills,Email,396.19,87.88
L_3184,48.713498,15530,2,0.422528,394.452502,Free shipping on orders over $49,Direct Mail,394.45,48.71
L_56886,68.547037,104723,2,0.575468,177.18048,Free shipping on orders over $49,Direct Mail,177.18,68.55
L_15262,45.878694,35660,1,0.491564,486.377303,Anastasia Beverly Hills,Direct Mail,486.38,45.88
L_22974,88.34034,48215,2,0.757123,323.591974,Free shipping on orders over $49,Mobile,323.59,88.34
L_42151,95.643675,80490,1,0.578307,347.210228,Anastasia Beverly Hills,Mobile,347.21,95.64
L_50978,71.281379,94874,1,0.813759,654.675883,Anastasia Beverly Hills,Direct Mail,654.68,71.28
L_45831,43.595233,86482,2,0.524058,326.786545,Free shipping on orders over $49,Mobile,326.79,43.6
L_37731,78.677069,73217,2,0.550826,443.471127,Free shipping on orders over $49,Direct Mail,443.47,78.68
L_2686,53.213161,14693,1,0.48521,368.443887,Anastasia Beverly Hills,Mobile,368.44,53.21
L_5094,50.468687,18597,1,0.470693,456.401584,Anastasia Beverly Hills,Mobile,456.4,50.47
L_37963,94.94797,73581,1,0.562862,360.166945,Anastasia Beverly Hills,Direct Mail,360.17,94.95
L_6107,62.802277,20317,2,0.539437,269.529022,Free shipping on orders over $49,Email,269.53,62.8
L_23085,59.851906,48408,2,0.564763,222.422005,Free shipping on orders over $49,Email,222.42,59.85
