10151,4,Home Closeout,0.554142,Direct Mail,140.455647,74.212536
10151,7,Lancome Gift with Purchase,0.528547,Direct Mail,129.610164,67.813806
10151,3,Get $5 Cashback,0.510689,Direct Mail,135.099929,76.926570
10152,8,Loyalty Program Member,0.637540,Direct Mail,146.036061,79.416366
10152,10,Shoe and Handbag sale,0.475384,Direct Mail,147.916065,70.720722
10152,10,Shoe and Handbag sale,0.487077,Direct Mail,153.990755,74.241784
10153,2,Free shipping on orders over $49,0.443014,Mobile,157.286418,67.592882
10153,3,Get $5 Cashback,0.465773,Mobile,152.789131,72.394416
10153,1,Anastasia Beverly Hills,0.509364,Mobile,154.831589,76.199093
10154,3,Get $5 Cashback,0.506220,Mobile,158.658717,82.979992
10154,3,Get $5 Cashback,0.553900,Mobile,158.353332,68.248754
10154,8,Loyalty Program Member,0.477367,Mobile,159.206661,65.636665
10155,8,Loyalty Program Member,0.514592,Direct Mail,142.856957,73.470873
10155,5,Home Closeout & Lancome Gift with Purchase,0.531647,Direct Mail,160.495844,69.149655
10155,3,Get $5 Cashback,0.514600,Direct Mail,163.098089,80.088762
10156,7,Lancome Gift with Purchase,0.489138,Email,166.268611,75.392462
10156,3,Get $5 Cashback,0.543430,Email,148.072125,77.706478
10156,3,Get $5 Cashback,0.499506,Email,158.223023,69.042729
10157,7,Lancome Gift with Purchase,0.608273,Email,155.262313,75.712745
10157,8,Loyalty Program Member,0.444302,Email,137.152237,72.160399
10157,3,Get $5 Cashback,0.470670,Email,144.508579,78.410388
10158,3,Get $5 Cashback,0.522081,Mobile,167.450593,71.744245
10158,10,Shoe and Handbag sale,0.494974,Mobile,125.746108,74.111207
10158,1,Anastasia Beverly Hills,0.477728,Mobile,134.277932,76.680637
10159,7,Lancome Gift with Purchase,0.505188,Mobile,141.915638,72.390822
10159,4,Home Closeout,0.477466,Mobile,142.280446,80.725636
10159,3,Get $5 Cashback,0.519692,Mobile,148.192698,82.968180
10160,3,Get $5 Cashback,0.519441,Direct Mail,155.537091,68.239786
10160,3,Get $5 Cashback,0.501829,Direct Mail,152.306669,80.418481
10160,8,Loyalty Program Member,0.453918,Direct Mail,147.995802,69.833242
10161,9,Save 20% Career Suits,0.578932,Email,148.650372,81.817386
10161,3,Get $5 Cashback,0.503820,Email,133.309018,72.453015
10161,3,Get $5 Cashback,0.505430,Email,131.664425,76.346861
10162,2,Free shipping on orders over $49,0.513929,Mobile,130.752060,76.908992
10162,3,Get $5 Cashback,0.559004,Mobile,144.186116,81.486459
10162,4,Home Closeout,0.744698,Mobile,132.098746,77.614874
10163,12,Womens Sweather Sale,0.534428,Email,153.002465,79.590713
10163,2,Free shipping on orders over $49,0.465053,Email,158.004230,68.470676
10163,3,Get $5 Cashback,0.510012,Email,147.940940,80.002531
10164,1,Anastasia Beverly Hills,0.593918,Mobile,149.799622,68.975998
10164,10,Shoe and Handbag sale,0.539306,Mobile,146.738622,67.606681
10164,3,Get $5 Cashback,0.512732,Mobile,150.317967,77.250307
10165,3,Get $5 Cashback,0.597631,Mobile,161.404724,79.779723
10165,3,Get $5 Cashback,0.540263,Mobile,127.456836,73.915039
10165,1,Anastasia Beverly Hills,0.489349,Mobile,165.665377,73.898960
10166,3,Get $5 Cashback,0.504966,Email,160.676238,78.490202
10166,8,Loyalty Program Member,0.489493,Email,162.840975,61.956325
10166,7,Lancome Gift with Purchase,0.564253,Email,153.980264,76.724896
10167,7,Lancome Gift with Purchase,0.465655,Direct Mail,167.114671,84.960876
10167,10,Shoe and Handbag sale,0.517067,Direct Mail,165.907350,83.804279
10167,10,Shoe and Handbag sale,0.508280,Direct Mail,141.707982,70.480942
10168,9,Save 20% Career Suits,0.498962,Email,128.498162,77.136827
10168,8,Loyalty Program Member,0.503123,Email,136.032254,81.263215
10168,3,Get $5 Cashback,0.507100,Email,137.360782,70.852567
10169,7,Lancome Gift with Purchase,0.655841,Mobile,163.771821,78.552469
10169,3,Get $5 Cashback,0.540180,Mobile,152.719585,72.954022
10169,3,Get $5 Cashback,0.484332,Mobile,136.279253,71.181945
10170,3,Get $5 Cashback,0.489190,Mobile,154.315243,71.028101
10170,3,Get $5 Cashback,0.475448,Mobile,137.686158,69.168228
10170,8,Loyalty Program Member,0.504705,Mobile,138.484505,80.699211
10171,7,Lancome Gift with Purchase,0.501430,Email,157.296456,75.965686
10171,3,Get $5 Cashback,0.501456,Email,158.610499,87.552344
10171,8,Loyalty Program Member,0.506598,Email,138.015660,72.644199
10172,8,Loyalty Program Member,0.535909,Direct Mail,152.915590,72.925924
10172,3,Get $5 Cashback,0.547055,Direct Mail,147.167198,71.923771
10172,9,Save 20% Career Suits,0.515125,Direct Mail,153.295789,69.820897
10173,4,Home Closeout,0.611526,Direct Mail,149.447695,77.084313
10173,8,Loyalty Program Member,0.566197,Direct Mail,152.034369,76.162024
10173,3,Get $5 Cashback,0.501018,Direct Mail,167.930217,77.037324
10174,3,Get $5 Cashback,0.517053,Mobile,133.953317,76.460489
10174,8,Loyalty Program Member,0.497134,Mobile,154.042014,71.672447
10174,12,Womens Sweather Sale,0.532868,Mobile,167.849976,75.865660
10175,4,Home Closeout,0.584580,Direct Mail,137.528340,79.581322
10175,5,Home Closeout & Lancome Gift with Purchase,0.501770,Direct Mail,141.351431,70.327006
10175,3,Get $5 Cashback,0.510502,Direct Mail,151.124659,73.328093
10176,8,Loyalty Program Member,0.467069,Mobile,152.668030,69.117679
10176,9,Save 20% Career Suits,0.470530,Mobile,151.015274,79.620587
10176,3,Get $5 Cashback,0.488722,Mobile,153.711279,77.484390
10177,10,Shoe and Handbag sale,0.589010,Mobile,148.987179,77.201253
10177,3,Get $5 Cashback,0.550392,Mobile,150.004226,83.849520
10177,3,Get $5 Cashback,0.505216,Mobile,147.651441,73.194380
10178,3,Get $5 Cashback,0.479241,Direct Mail,150.610998,77.355588
10178,3,Get $5 Cashback,0.518317,Direct Mail,145.138915,82.860857
10178,3,Get $5 Cashback,0.616780,Direct Mail,164.507159,84.772760
10179,3,Get $5 Cashback,0.654074,Mobile,162.500270,68.114729
10179,3,Get $5 Cashback,0.553288,Mobile,158.277944,75.188729
10179,3,Get $5 Cashback,0.500911,Mobile,164.098637,71.829194
10180,3,Get $5 Cashback,0.547818,Direct Mail,161.783718,63.825620
10180,1,Anastasia Beverly Hills,0.471735,Direct Mail,138.719391,81.668464
10180,3,Get $5 Cashback,0.497909,Direct Mail,150.795423,72.413381
10181,7,Lancome Gift with Purchase,0.388590,Direct Mail,143.950122,74.325292
10181,4,Home Closeout,0.462931,Direct Mail,146.286373,72.699747
10181,2,Free shipping on orders over $49,0.513973,Direct Mail,156.236396,81.287202
10182,10,Shoe and Handbag sale,0.517055,Direct Mail,169.620390,76.620137
10182,4,Home Closeout,0.492951,Direct Mail,148.629383,81.093935
10182,7,Lancome Gift with Purchase,0.513772,Direct Mail,136.433062,67.378103
10183,3,Get $5 Cashback,0.415408,Email,168.442044,81.160536
10183,3,Get $5 Cashback,0.519429,Email,167.492922,75.361424
10183,3,Get $5 Cashback,0.474617,Email,145.789957,75.905533
10184,12,Womens Sweather Sale,0.536932,Email,151.316851,75.559279
10184,3,Get $5 Cashback,0.545645,Email,143.626807,67.215985
10184,1,Anastasia Beverly Hills,0.508528,Email,162.261408,68.002896
10185,3,Get $5 Cashback,0.613622,Direct Mail,161.059395,85.101142
10185,12,Womens Sweather Sale,0.506554,Direct Mail,161.022357,75.503660
10185,3,Get $5 Cashback,0.481657,Direct Mail,144.531270,82.630558
10186,3,Get $5 Cashback,0.514705,Mobile,140.997593,71.777586
10186,10,Shoe and Handbag sale,0.562555,Mobile,143.299636,76.544554
10186,12,Womens Sweather Sale,0.704140,Mobile,158.645609,82.967753
10187,8,Loyalty Program Member,0.467889,Mobile,152.054420,76.977558
10187,4,Home Closeout,0.547420,Mobile,150.832015,77.059657
10187,8,Loyalty Program Member,0.505332,Mobile,151.788800,73.662496
10188,12,Womens Sweather Sale,0.601857,Direct Mail,139.700893,72.733868
10188,10,Shoe and Handbag sale,0.558710,Direct Mail,162.844606,70.591060
10188,3,Get $5 Cashback,0.472141,Direct Mail,149.814486,72.430683
10189,9,Save 20% Career Suits,0.520927,Mobile,164.109342,78.613272
10189,3,Get $5 Cashback,0.551035,Mobile,154.747475,77.530207
10189,8,Loyalty Program Member,0.504499,Mobile,155.598821,72.866542
10190,3,Get $5 Cashback,0.479774,Mobile,159.296955,71.835741
10190,10,Shoe and Handbag sale,0.451003,Mobile,136.814461,70.618047
10190,7,Lancome Gift with Purchase,0.654265,Mobile,129.335825,75.622367
10191,4,Home Closeout,0.556141,Email,134.724317,71.268582
10191,4,Home Closeout,0.481384,Email,141.207694,69.201755
10191,3,Get $5 Cashback,0.498467,Email,147.691166,69.557313
10192,7,Lancome Gift with Purchase,0.525274,Email,158.455765,76.844291
10192,10,Shoe and Handbag sale,0.556286,Email,128.221689,71.882683
10192,3,Get $5 Cashback,0.487970,Email,163.486252,68.127685
10193,4,Home Closeout,0.492120,Email,143.336871,80.315906
10193,10,Shoe and Handbag sale,0.508246,Email,134.845987,78.185786
10193,3,Get $5 Cashback,0.478445,Email,136.167247,74.536737
10194,10,Shoe and Handbag sale,0.454521,Direct Mail,146.261492,74.941134
10194,3,Get $5 Cashback,0.479914,Direct Mail,139.390804,77.502167
10194,4,Home Closeout,0.569315,Direct Mail,138.108453,81.724884
10195,4,Home Closeout,0.598472,Direct Mail,165.544099,65.232233
10195,6,Home Closeout & Shoe and Handbag sale,0.448102,Direct Mail,149.249809,72.773131
10195,12,Womens Sweather Sale,0.471569,Direct Mail,145.481882,76.280535
10196,4,Home Closeout,0.450929,Direct Mail,158.062607,75.861526
10196,3,Get $5 Cashback,0.534946,Direct Mail,161.664231,69.957234
10196,3,Get $5 Cashback,0.510196,Direct Mail,146.361808,70.638606
10197,4,Home Closeout,0.615934,Direct Mail,141.775566,83.560618
10197,8,Loyalty Program Member,0.563211,Direct Mail,174.269452,82.568511
10197,1,Anastasia Beverly Hills,0.492471,Direct Mail,139.546299,70.510230
10198,3,Get $5 Cashback,0.514098,Direct Mail,159.328094,71.033476
10198,10,Shoe and Handbag sale,0.453947,Direct Mail,154.592209,77.107288
10198,7,Lancome Gift with Purchase,0.374143,Direct Mail,161.337670,82.045678
10199,8,Loyalty Program Member,0.600649,Direct Mail,149.637976,66.329198
10199,4,Home Closeout,0.520451,Direct Mail,147.358923,66.070275
10199,3,Get $5 Cashback,0.491877,Direct Mail,135.895262,75.146027
10200,12,Womens Sweather Sale,0.484708,Direct Mail,166.365979,74.727652
10200,5,Home Closeout & Lancome Gift with Purchase,0.496793,Direct Mail,142.457503,68.553127
10200,3,Get $5 Cashback,0.473467,Direct Mail,151.801802,78.260957
10201,2,Free shipping on orders over $49,0.554292,Mobile,145.976567,75.813964
10201,8,Loyalty Program Member,0.531855,Mobile,150.178215,80.871467
10201,3,Get $5 Cashback,0.496410,Mobile,139.540722,81.757740
10202,3,Get $5 Cashback,0.505843,Direct Mail,140.329790,73.176988
10202,1,Anastasia Beverly Hills,0.485386,Direct Mail,158.064249,79.434537
10202,7,Lancome Gift with Purchase,0.463891,Direct Mail,141.830795,72.146680
10203,7,Lancome Gift with Purchase,0.639124,Mobile,152.808573,77.212509
10203,3,Get $5 Cashback,0.533690,Mobile,160.332233,68.927747
10203,8,Loyalty Program Member,0.500245,Mobile,167.302702,80.486151
10204,10,Shoe and Handbag sale,0.517959,Email,160.040411,78.315857
10204,1,Anastasia Beverly Hills,0.464292,Email,150.612877,75.199302
10204,3,Get $5 Cashback,0.514498,Email,143.824762,66.690023
