10154,3,Mobile,91.632678
10157,3,Mobile,83.022161
10160,3,Direct Mail,80.652601
10162,4,Mobile,88.740264
10163,3,Direct Mail,75.17043
10164,1,Email,67.250759
10165,3,Direct Mail,65.476149
10167,10,Direct Mail,55.273987
10169,7,Direct Mail,51.720453
10169,3,Direct Mail,73.02246
10170,3,Mobile,78.050115
10171,7,Mobile,103.185928
10172,3,Email,86.377285
10172,9,Email,80.951229
10173,4,Mobile,91.69472
10175,5,Direct Mail,12.282385
10176,9,Email,38.120299
10177,3,Direct Mail,108.275988
10179,3,Mobile,96.849542
10180,1,Direct Mail,96.160776
10181,7,Mobile,86.067309
10181,2,Mobile,87.203127
10185,3,Direct Mail,92.385203
10189,3,Mobile,83.070547
10191,4,Direct Mail,71.447757
10192,7,Mobile,83.494492
10192,10,Mobile,77.317279
10195,4,Direct Mail,77.795034
10197,8,Direct Mail,77.965473
10198,3,Email,93.704684
10198,7,Email,67.302222
10202,3,Mobile,118.698343
10202,7,Mobile,44.823579
10203,7,Email,100.952434
10204,10,Direct Mail,56.140411
10204,1,Direct Mail,42.894704
10205,3,Email,90.854562
10206,8,Email,73.450864
10209,9,Direct Mail,37.290886
10210,4,Mobile,43.703475
10211,10,Direct Mail,94.969412
10212,7,Mobile,57.682084
10212,8,Mobile,90.587823
10214,3,Mobile,78.675963
10219,7,Email,98.655681
10219,10,Email,38.580279
10219,8,Email,87.790103
10220,3,Direct Mail,61.027141
10221,3,Direct Mail,76.324068
10222,3,Direct Mail,57.429718
10225,3,Direct Mail,72.747481
10226,3,Email,61.719172
10227,7,Direct Mail,79.010057
10228,3,Mobile,77.146377
10229,10,Direct Mail,91.268782
10229,12,Direct Mail,75.543457
10235,8,Mobile,84.558318
10235,1,Mobile,88.47737
10239,3,Direct Mail,47.863086
10243,3,Email,84.620441
10244,3,Mobile,45.238752
10245,12,Mobile,47.234515
10248,3,Email,83.028117
10250,10,Email,68.383766
10252,10,Direct Mail,67.922643
10253,3,Mobile,45.299307
10254,3,Mobile,99.902677
10256,3,Mobile,42.569079
10257,3,Email,100.647546
10260,2,Mobile,49.833294
10263,3,Email,67.57911
10264,3,Mobile,52.518241
10265,10,Email,85.904734
10266,8,Email,93.661858
10267,3,Direct Mail,84.617638
10268,4,Direct Mail,90.065026
10268,3,Direct Mail,107.833862
10277,3,Direct Mail,67.478311
10278,3,Email,58.291278
10281,3,Mobile,61.633282
10284,3,Email,62.763612
10286,3,Email,79.074314
10289,3,Mobile,83.093774
10290,8,Email,73.309785
10294,8,Direct Mail,65.310379
10294,6,Direct Mail,109.829914
10295,7,Mobile,101.194013
10295,3,Mobile,92.238573
10297,3,Direct Mail,102.082279
10299,8,Direct Mail,43.034416
10299,3,Direct Mail,87.791963
10300,4,Mobile,46.89248
10303,3,Direct Mail,74.488447
10311,3,Direct Mail,47.763893
10313,3,Email,37.974406
10314,10,Email,62.281387
10315,12,Mobile,64.989728
10316,10,Mobile,54.578366
10317,3,Direct Mail,62.813142
10318,12,Mobile,19.563141
10319,12,Direct Mail,48.951221
10319,3,Direct Mail,58.750424
10321,12,Mobile,38.413842
10322,9,Email,120.463923
10323,3,Email,73.379221
10330,8,Email,44.693569
10330,10,Email,60.520397
10332,3,Mobile,72.541406
10333,8,Direct Mail,107.333285
10337,10,Mobile,74.174824
10338,3,Email,100.942857
10339,8,Direct Mail,44.898138
10339,10,Direct Mail,81.989153
10342,3,Direct Mail,68.66867
10343,3,Email,72.433088
10343,8,Email,81.320352
10346,3,Direct Mail,68.992042
10348,3,Direct Mail,62.705559
10349,3,Direct Mail,63.525721
10350,12,Mobile,46.885799
10351,3,Mobile,35.351787
10359,7,Email,78.673819
10363,7,Email,46.500256
10364,7,Email,53.343269
10367,9,Email,36.15695
10367,11,Email,45.194081
10368,3,Direct Mail,50.097826
10368,10,Direct Mail,62.255416
10369,8,Mobile,74.623981
10369,3,Mobile,71.042254
10376,3,Direct Mail,102.418627
10376,12,Direct Mail,102.738755
10380,3,Email,67.190915
10380,12,Email,94.214058
10381,12,Email,82.375358
10383,8,Email,85.29162
10384,3,Direct Mail,66.398796
10387,8,Direct Mail,84.028054
10388,3,Mobile,57.207835
10389,4,Mobile,88.289609
10390,7,Direct Mail,82.814348
10391,10,Email,37.117178
10398,2,Mobile,50.825758
10401,2,Direct Mail,51.00193
10401,3,Direct Mail,108.583542
10403,3,Mobile,85.828218
10404,7,Email,53.562343
10406,3,Direct Mail,63.920118
10407,3,Mobile,79.871868
10408,8,Direct Mail,76.136377
10410,3,Direct Mail,84.714857
10411,10,Direct Mail,50.124461
10412,3,Email,55.279647
10413,7,Direct Mail,101.650405
10415,8,Email,84.222792
10417,3,Email,62.396342
10423,3,Direct Mail,82.649843
10424,3,Mobile,111.088174
10426,8,Mobile,83.960207
10426,3,Mobile,74.251046
10427,2,Direct Mail,64.551706
10428,7,Direct Mail,74.118582
10430,12,Direct Mail,80.91952
10430,3,Direct Mail,42.368249
10435,10,Mobile,60.765692
10436,3,Direct Mail,66.390401
10436,8,Direct Mail,89.809355
10438,10,Email,78.601308
10439,3,Mobile,89.358127
10440,1,Mobile,61.016308
10440,3,Mobile,113.33128
10442,3,Direct Mail,46.496943
10444,10,Direct Mail,58.837139
10446,3,Email,47.061569
10452,1,Direct Mail,110.974267
10452,3,Direct Mail,86.736735
10455,3,Direct Mail,66.278697
10455,4,Direct Mail,78.630045
10457,3,Mobile,47.060829
10457,8,Mobile,88.520288
10458,8,Email,39.785951
10459,10,Direct Mail,75.379142
10460,3,Mobile,64.442478
10466,4,Mobile,66.139814
10470,7,Mobile,77.728999
10471,3,Email,75.025633
10472,12,Direct Mail,75.729977
10474,8,Mobile,46.397723
10474,7,Mobile,86.573512
10474,3,Mobile,32.252901
10475,3,Direct Mail,87.792175
10476,3,Email,85.548644
10476,1,Email,72.460997
10477,1,Email,67.957372
10478,3,Direct Mail,95.942943
10479,6,Direct Mail,57.864308
10481,12,Direct Mail,93.250475
10485,10,Mobile,99.836636
10486,12,Direct Mail,64.155965
10487,12,Mobile,73.802235
10488,3,Mobile,49.391179
10490,8,Direct Mail,60.691521
10492,1,Mobile,17.531713
10494,6,Direct Mail,81.206845
10495,10,Direct Mail,53.264368
10496,3,Email,109.5561
10499,12,Email,46.441869
10500,7,Mobile,68.698972
10505,10,Mobile,57.848864
10506,7,Mobile,32.641062
10506,3,Mobile,76.552589
10507,3,Email,51.468949
10508,3,Email,92.004888
10508,8,Email,39.062441
10511,3,Direct Mail,104.481446
10512,3,Email,57.902274
10513,7,Direct Mail,43.55182
10513,10,Direct Mail,51.478254
10513,5,Direct Mail,71.405066
10514,3,Mobile,71.953454
10516,8,Direct Mail,62.263631
10517,8,Mobile,46.466639
10518,8,Email,98.625649
10520,12,Email,59.722991
10522,7,Mobile,51.104264
10527,3,Mobile,82.084986
10528,3,Email,81.110428
10529,3,Mobile,58.046507
10531,8,Email,76.157858
10533,3,Email,83.231999
10537,9,Mobile,84.367933
10537,3,Mobile,40.925924
10538,9,Mobile,73.373966
10541,2,Mobile,39.082288
10542,8,Mobile,68.432285
10543,3,Email,49.405614
10544,8,Mobile,94.228167
10545,8,Mobile,68.767067
10545,12,Mobile,76.39118
10545,3,Mobile,48.251411
10548,3,Email,87.873051
10549,9,Mobile,49.74806
10549,3,Mobile,62.919611
10551,10,Mobile,50.647492
10555,7,Email,64.187376
10555,3,Email,47.987792
10556,7,Direct Mail,39.169449
10557,3,Mobile,88.915611
10561,3,Email,83.892649
10562,2,Direct Mail,48.225402
10564,3,Email,104.138172
10565,3,Email,84.18111
10571,8,Direct Mail,53.15133
10572,9,Mobile,87.919641
10572,10,Mobile,18.059908
10573,8,Direct Mail,65.317905
10577,2,Direct Mail,66.513791
10580,4,Email,79.624638
10591,9,Direct Mail,80.680775
10591,3,Direct Mail,48.194011
10592,9,Mobile,40.652221
10594,4,Email,91.753499
10594,7,Email,86.63848
10595,7,Email,69.508966
10595,10,Email,43.17314
10596,3,Email,91.082125
10598,3,Direct Mail,55.308814
10601,3,Mobile,65.750654
10604,4,Email,67.929911
10605,7,Email,48.424641
10609,8,Direct Mail,56.269912
10614,3,Mobile,71.485568
10615,10,Email,63.54888
10616,4,Direct Mail,68.678918
10618,8,Direct Mail,62.116806
10619,8,Direct Mail,62.281793
10619,7,Direct Mail,54.628104
10620,10,Direct Mail,84.244391
10620,8,Direct Mail,65.757847
10621,4,Mobile,85.821132
10624,1,Direct Mail,67.44432
10625,3,Email,48.069579
10625,8,Email,77.178601
10626,3,Direct Mail,50.281711
10627,7,Email,60.574127
10628,9,Email,82.465917
10629,3,Email,67.322775
10629,10,Email,94.954189
10632,3,Mobile,65.698334
10636,7,Mobile,73.085841
10640,8,Direct Mail,66.95578
10646,10,Email,92.374063
10647,8,Email,58.165712
10650,3,Mobile,79.62411
10656,3,Mobile,97.905274
10658,2,Email,95.96953
10660,3,Mobile,50.598489
10664,3,Direct Mail,61.529906
10673,1,Email,36.632775
10674,11,Direct Mail,78.278281
10675,3,Direct Mail,67.157668
10676,3,Direct Mail,104.703673
10676,9,Direct Mail,60.523507
10677,1,Email,74.724015
10678,1,Email,84.80039
10680,3,Mobile,70.183291
10683,3,Email,90.81916
10686,4,Mobile,51.481255
10686,3,Mobile,62.843663
10687,3,Direct Mail,90.395278
10687,9,Direct Mail,98.402326
10689,3,Mobile,74.038684
10692,7,Mobile,60.29724
10694,7,Direct Mail,38.351999
10695,12,Mobile,68.548508
10696,8,Direct Mail,56.737175
10696,3,Direct Mail,54.576901
10698,7,Email,42.336896
10698,3,Email,72.142963
10699,10,Direct Mail,102.269223
10701,9,Mobile,56.882162
10703,7,Email,67.682397
10704,3,Direct Mail,61.428329
10707,2,Email,90.319958
10708,3,Direct Mail,66.997768
10708,8,Direct Mail,83.411806
10710,4,Direct Mail,94.80963
10710,3,Direct Mail,57.433069
10711,7,Direct Mail,79.687328
10716,3,Email,80.658673
10718,12,Mobile,65.905407
10722,5,Mobile,88.560039
10723,3,Email,76.148455
10725,10,Mobile,66.198115
10730,3,Mobile,39.087699
10732,3,Email,76.802763
10734,4,Mobile,36.569762
10735,9,Mobile,87.275705
10736,3,Direct Mail,55.073682
10737,10,Direct Mail,67.485313
10740,8,Mobile,100.535722
10744,8,Email,79.565776
10745,9,Email,65.420668
10746,3,Email,59.880071
10747,3,Email,49.444734
10748,7,Direct Mail,89.484959
10749,10,Email,61.42879
10751,8,Mobile,68.720842
10752,7,Mobile,57.364568
10756,10,Email,66.098975
10757,1,Direct Mail,73.972237
10758,3,Direct Mail,103.904792
10760,8,Direct Mail,85.566522
10768,7,Mobile,57.719723
10769,3,Mobile,73.629181
10770,3,Direct Mail,60.177284
10773,7,Mobile,21.714515
10775,3,Mobile,86.713028
10776,4,Direct Mail,93.831622
10776,3,Direct Mail,53.47418
10777,10,Direct Mail,82.096
10780,3,Mobile,54.309318
10782,3,Mobile,60.623292
10786,9,Email,90.968892
10791,8,Mobile,75.97158
10791,3,Mobile,32.113435
10792,3,Direct Mail,111.944309
10793,2,Mobile,85.544804
10796,10,Direct Mail,76.234536
10802,7,Email,39.017544
10803,3,Email,46.323256
10804,3,Mobile,62.783987
10805,2,Direct Mail,77.733406
10805,3,Direct Mail,84.064353
10807,4,Email,37.268384
10810,3,Email,65.482451
10811,3,Direct Mail,41.669752
10814,8,Email,93.074404
10815,8,Mobile,17.921317
10815,1,Mobile,55.290578
10816,3,Direct Mail,67.676917
10818,8,Mobile,80.609467
10819,3,Direct Mail,101.249364
10820,3,Email,72.84243
10822,4,Email,55.597039
10824,2,Mobile,43.263387
10825,9,Mobile,72.724308
10826,3,Email,59.262293
10827,3,Direct Mail,52.90051
10828,3,Email,97.286685
10829,7,Direct Mail,60.843508
10830,3,Direct Mail,75.228101
10835,5,Direct Mail,52.126788
10839,3,Direct Mail,77.990057
10840,3,Direct Mail,64.169717
10844,12,Mobile,50.110616
10845,10,Email,67.826402
10846,8,Direct Mail,57.157203
10846,3,Direct Mail,67.057061
10847,3,Email,72.239085
10848,12,Direct Mail,68.028695
10849,3,Email,65.873046
10850,10,Direct Mail,64.018407
10852,10,Mobile,49.615093
10853,3,Email,74.886231
10855,8,Direct Mail,76.34388
10856,7,Mobile,60.178059
10857,7,Email,69.054738
10857,3,Email,54.240991
10859,3,Direct Mail,67.194426
10860,1,Email,64.262606
10860,12,Email,61.62683
10861,8,Direct Mail,23.089593
10862,6,Direct Mail,72.64591
10870,8,Email,48.374966
10872,7,Email,91.033312
10873,9,Email,82.268021
10874,3,Email,81.216486
10875,12,Mobile,54.753695
10876,9,Email,69.512865
10878,3,Email,51.546098
10884,3,Email,32.906378
10885,12,Direct Mail,90.012111
10885,3,Direct Mail,68.666999
10895,7,Direct Mail,11.092828
10899,7,Mobile,39.499951
10901,3,Direct Mail,77.34885
10902,3,Email,64.87357
10903,9,Mobile,79.131281
10905,7,Mobile,56.348283
10905,9,Mobile,81.62789
10905,3,Mobile,78.437892
10909,8,Direct Mail,75.959881
10910,3,Direct Mail,101.235808
10911,3,Email,56.35312
10913,8,Mobile,73.918818
10913,3,Mobile,97.255711
10916,8,Direct Mail,36.896839
10917,12,Direct Mail,54.845778
10917,10,Direct Mail,53.843206
10919,1,Email,57.908744
10920,3,Mobile,76.225995
10921,3,Email,64.8641
10923,12,Email,72.870795
10924,7,Direct Mail,58.583464
10925,8,Direct Mail,74.564898
10928,3,Email,52.407539
10933,12,Email,78.058952
10935,8,Email,48.609399
10936,9,Direct Mail,55.160299
10936,4,Direct Mail,74.725714
10940,4,Direct Mail,61.965271
10942,3,Mobile,112.712423
10943,3,Email,85.125397
10948,9,Direct Mail,50.264691
10949,3,Mobile,74.93154
10950,3,Direct Mail,61.247401
10952,3,Mobile,37.144806
10953,3,Direct Mail,116.670933
10954,3,Mobile,59.49147
10955,8,Direct Mail,106.79569
10957,3,Direct Mail,106.536141
10959,3,Mobile,67.148036
10961,1,Email,77.722278
10964,10,Mobile,98.558043
10965,3,Email,87.393087
10967,3,Email,73.881745
10969,3,Mobile,99.082745
10970,1,Direct Mail,84.464691
10970,12,Direct Mail,103.973696
10971,8,Mobile,84.305047
10971,4,Mobile,60.724829
10976,2,Email,42.014589
10977,7,Email,71.352215
10978,3,Mobile,49.541312
10979,4,Mobile,63.481298
10980,4,Email,32.347393
10983,3,Mobile,82.128645
10984,10,Direct Mail,63.435628
10988,10,Mobile,77.032983
10990,10,Mobile,70.654108
10992,3,Mobile,70.810985
10996,3,Direct Mail,102.133064
11002,8,Mobile,72.160231
11003,2,Email,69.012297
11005,3,Direct Mail,63.460749
11005,8,Direct Mail,63.82783
11007,3,Email,42.665725
11009,7,Mobile,66.46658
11010,8,Direct Mail,112.148505
11011,3,Email,85.384783
11011,12,Email,106.526379
11012,3,Mobile,53.808829
11014,8,Email,98.275158
11015,4,Direct Mail,80.04957
11017,8,Email,69.855699
11018,1,Mobile,64.647811
11021,7,Direct Mail,63.820729
11021,3,Direct Mail,51.850235
11023,3,Email,49.813004
11025,8,Email,81.309148
11026,3,Email,63.07019
11028,8,Direct Mail,20.14805
11031,3,Mobile,89.118659
11032,4,Mobile,72.054636
11033,4,Email,62.424511
11034,6,Email,73.112574
11035,3,Email,48.224652
11035,4,Email,61.98709
11036,3,Email,63.882703
11037,3,Direct Mail,65.322206
11038,3,Mobile,85.493836
11044,9,Email,55.497221
11045,7,Email,102.049663
11046,8,Email,71.295589
11046,3,Email,72.679722
11047,7,Email,21.610129
11049,4,Mobile,65.387915
11051,12,Direct Mail,86.483317
11051,3,Direct Mail,83.012842
11052,8,Direct Mail,90.250603
11054,3,Mobile,81.479119
11056,3,Email,77.60369
11059,9,Email,78.62238
11061,3,Mobile,34.479289
11063,9,Email,95.755554
11063,7,Email,89.170368
11064,5,Direct Mail,99.66858
11065,2,Mobile,81.269261
11068,12,Email,82.014861
11068,3,Email,71.272144
11069,10,Mobile,85.130432
11071,8,Direct Mail,73.85463
11072,8,Mobile,41.042892
11075,3,Email,59.230774
11076,7,Mobile,66.530017
11077,9,Email,64.678168
11081,3,Direct Mail,72.744214
11082,12,Email,43.347325
11083,4,Mobile,70.787558
11086,3,Email,73.561821
11087,3,Email,95.449929
11088,7,Email,59.956449
11092,3,Email,46.682026
11094,4,Mobile,62.889707
11096,10,Mobile,50.464839
11100,5,Direct Mail,51.967051
11102,3,Email,67.522896
11103,1,Email,72.265864
11105,3,Mobile,68.940883
11108,2,Email,27.249442
11108,3,Email,78.380024
11110,3,Email,104.645649
11111,3,Email,80.838957
11116,3,Email,94.616025
11117,3,Email,57.124557
11118,8,Mobile,68.881501
11119,3,Mobile,69.751702
11121,7,Direct Mail,54.305774
11121,8,Direct Mail,97.091201
11123,3,Mobile,66.62939
11126,12,Mobile,31.329913
11129,3,Email,56.072657
11129,8,Email,73.065965
11130,3,Email,56.636366
11131,9,Mobile,74.678618
11133,3,Email,53.13828
11134,2,Email,66.600736
11138,9,Email,79.407816
11138,4,Email,56.312082
11142,3,Email,66.053109
11146,7,Direct Mail,88.022414
11147,8,Direct Mail,48.294954
11149,9,Direct Mail,36.490542
11149,3,Direct Mail,65.972257
11151,10,Mobile,56.58426
11153,8,Mobile,63.133047
11156,4,Direct Mail,110.742426
11156,3,Direct Mail,91.08181
11158,4,Mobile,81.855237
11159,12,Mobile,32.249983
11159,2,Mobile,82.746616
11159,3,Mobile,92.153653
11162,8,Email,76.009129
11164,3,Mobile,52.368887
11166,3,Direct Mail,86.206695
11168,3,Email,52.164769
11168,8,Email,58.986067
11170,1,Email,84.810626
11170,3,Email,72.518332
11172,1,Direct Mail,28.472361
11173,3,Direct Mail,39.799978
11175,10,Direct Mail,60.294933
11177,3,Email,38.31791
11178,8,Mobile,57.320631
11179,1,Mobile,106.872983
11180,8,Email,113.855818
11182,8,Mobile,35.497031
11182,3,Mobile,73.914724
11183,7,Email,85.984452
11184,4,Mobile,75.480947
11189,1,Email,88.311825
11190,8,Mobile,79.21997
11192,3,Email,81.515151
11193,8,Direct Mail,47.70025
11194,2,Email,97.641849
11195,3,Mobile,66.792442
11196,3,Direct Mail,81.360476
11197,3,Mobile,97.184054
11197,8,Mobile,86.254661
11198,2,Mobile,85.473134
11200,3,Mobile,86.494646
11201,2,Direct Mail,67.620712
11203,2,Direct Mail,45.630088
11204,4,Mobile,71.180049
11205,3,Email,80.533678
11206,7,Email,35.508147
11207,2,Email,27.774286
11209,3,Mobile,41.031378
11211,10,Mobile,81.372907
11211,1,Mobile,72.059043
11214,3,Mobile,47.909345
11218,3,Email,86.029371
11219,3,Email,54.604419
11220,4,Direct Mail,102.963678
11221,8,Mobile,106.553602
11222,3,Mobile,45.796257
11225,3,Mobile,45.509207
11226,3,Mobile,45.752802
