10154,3,Mobile,0.5539
10157,3,Mobile,0.47067
10160,3,Direct Mail,0.501829
10162,4,Mobile,0.744698
10163,3,Direct Mail,0.510012
10164,1,Email,0.593918
10165,3,Direct Mail,0.597631
10167,10,Direct Mail,0.517067
10169,7,Direct Mail,0.655841
10169,3,Direct Mail,0.54018
10170,3,Mobile,0.48919
10171,7,Mobile,0.50143
10172,3,Email,0.547055
10172,9,Email,0.515125
10173,4,Mobile,0.611526
10175,5,Direct Mail,0.50177
10176,9,Email,0.47053
10177,3,Direct Mail,0.550392
10179,3,Mobile,0.654074
10180,1,Direct Mail,0.471735
10181,7,Mobile,0.38859
10181,2,Mobile,0.513973
10185,3,Direct Mail,0.613622
10189,3,Mobile,0.551035
10191,4,Direct Mail,0.556141
10192,7,Mobile,0.525274
10192,10,Mobile,0.556286
10195,4,Direct Mail,0.598472
10197,8,Direct Mail,0.563211
10198,3,Email,0.514098
10198,7,Email,0.374143
10202,3,Mobile,0.505843
10202,7,Mobile,0.463891
10203,7,Email,0.639124
10204,10,Direct Mail,0.517959
10204,1,Direct Mail,0.464292
10205,3,Email,0.520799
10206,8,Email,0.481684
10209,9,Direct Mail,0.501039
10210,4,Mobile,0.509248
10211,10,Direct Mail,0.515054
10212,7,Mobile,0.65606
10212,8,Mobile,0.500546
10214,3,Mobile,0.444444
10219,7,Email,0.45683
10219,10,Email,0.450362
10219,8,Email,0.516509
10220,3,Direct Mail,0.574922
10221,3,Direct Mail,0.703936
10222,3,Direct Mail,0.486902
10225,3,Direct Mail,0.453771
10226,3,Email,0.514551
10227,7,Direct Mail,0.555288
10228,3,Mobile,0.55486
10229,10,Direct Mail,0.556434
10229,12,Direct Mail,0.459568
10235,8,Mobile,0.464765
10235,1,Mobile,0.492382
10239,3,Direct Mail,0.504869
10243,3,Email,0.502264
10244,3,Mobile,0.478551
10245,12,Mobile,0.505387
10248,3,Email,0.512148
10250,10,Email,0.556999
10252,10,Direct Mail,0.500524
10253,3,Mobile,0.560011
10254,3,Mobile,0.570777
10256,3,Mobile,0.510495
10257,3,Email,0.598121
10260,2,Mobile,0.690956
10263,3,Email,0.505976
10264,3,Mobile,0.497979
10265,10,Email,0.568835
10266,8,Email,0.474886
10267,3,Direct Mail,0.486063
10268,4,Direct Mail,0.641165
10268,3,Direct Mail,0.508056
10277,3,Direct Mail,0.490753
10278,3,Email,0.510036
10281,3,Mobile,0.494241
10284,3,Email,0.463533
10286,3,Email,0.44836
10289,3,Mobile,0.477253
10290,8,Email,0.495838
10294,8,Direct Mail,0.443534
10294,6,Direct Mail,0.510859
10295,7,Mobile,0.569442
10295,3,Mobile,0.469089
10297,3,Direct Mail,0.463871
10299,8,Direct Mail,0.473163
10299,3,Direct Mail,0.489872
10300,4,Mobile,0.535778
10303,3,Direct Mail,0.587511
10311,3,Direct Mail,0.481734
10313,3,Email,0.561651
10314,10,Email,0.550505
10315,12,Mobile,0.558116
10316,10,Mobile,0.497169
10317,3,Direct Mail,0.522298
10318,12,Mobile,0.630016
10319,12,Direct Mail,0.518843
10319,3,Direct Mail,0.494931
10321,12,Mobile,0.519348
10322,9,Email,0.53813
10323,3,Email,0.569752
10330,8,Email,0.581536
10330,10,Email,0.492565
