10154,3,Get $5 Cashback,0.553900,Mobile,277.677965,91.632678
10157,3,Get $5 Cashback,0.470670,Mobile,401.406419,83.022161
10160,3,Get $5 Cashback,0.501829,Direct Mail,165.797839,80.652601
10162,4,Home Closeout,0.744698,Mobile,460.902306,88.740264
10163,3,Get $5 Cashback,0.510012,Direct Mail,430.714819,75.170430
10164,1,Anastasia Beverly Hills,0.593918,Email,382.807138,67.250759
10165,3,Get $5 Cashback,0.597631,Direct Mail,433.419315,65.476149
10167,10,Shoe and Handbag sale,0.517067,Direct Mail,392.686427,55.273987
10169,7,Lancome Gift with Purchase,0.655841,Direct Mail,309.721732,51.720453
10169,3,Get $5 Cashback,0.540180,Direct Mail,320.789182,73.022460
10170,3,Get $5 Cashback,0.489190,Mobile,353.486758,78.050115
10171,7,Lancome Gift with Purchase,0.501430,Mobile,351.290915,103.185928
10172,3,Get $5 Cashback,0.547055,Email,339.039439,86.377285
10172,9,Save 20% Career Suits,0.515125,Email,513.180784,80.951229
10173,4,Home Closeout,0.611526,Mobile,106.734849,91.694720
10175,5,Home Closeout & Lancome Gift with Purchase,0.501770,Direct Mail,244.943309,12.282385
10176,9,Save 20% Career Suits,0.470530,Email,369.489102,38.120299
10177,3,Get $5 Cashback,0.550392,Direct Mail,441.608808,108.275988
10179,3,Get $5 Cashback,0.654074,Mobile,441.785571,96.849542
10180,1,Anastasia Beverly Hills,0.471735,Direct Mail,454.622844,96.160776
10181,7,Lancome Gift with Purchase,0.388590,Mobile,436.912358,86.067309
10181,2,Free shipping on orders over $49,0.513973,Mobile,203.193432,87.203127
10185,3,Get $5 Cashback,0.613622,Direct Mail,456.239553,92.385203
10189,3,Get $5 Cashback,0.551035,Mobile,356.272391,83.070547
10191,4,Home Closeout,0.556141,Direct Mail,98.105493,71.447757
10191,4,Home Closeout,0.481384,Direct Mail,464.559459,58.744727
10192,7,Lancome Gift with Purchase,0.525274,Mobile,320.537068,83.494492
10192,10,Shoe and Handbag sale,0.556286,Mobile,574.240892,77.317279
10195,4,Home Closeout,0.598472,Direct Mail,267.489527,77.795034
10197,8,Loyalty Program Member,0.563211,Direct Mail,212.183301,77.965473
10198,3,Get $5 Cashback,0.514098,Email,382.906519,93.704684
10198,7,Lancome Gift with Purchase,0.374143,Email,273.556089,67.302222
10202,3,Get $5 Cashback,0.505843,Mobile,386.974607,118.698343
10202,7,Lancome Gift with Purchase,0.463891,Mobile,400.800432,44.823579
10203,7,Lancome Gift with Purchase,0.639124,Email,335.129955,100.952434
